filename,width,height,class,xmin,ymin,xmax,ymax
banana_1.jpg,722,406,banana,89,48,613,406
banana_10.jpg,720,480,banana,87,27,689,480
banana_10.jpg,720,480,banana,94,3,665,300
banana_10.jpg,720,480,banana,117,7,628,216
banana_10.jpg,720,480,banana,520,147,719,480
banana_11.jpg,300,300,banana,69,43,218,258
banana_12.jpg,640,620,banana,64,101,466,190
banana_12.jpg,640,620,banana,71,109,467,261
banana_12.jpg,640,620,banana,80,145,477,354
banana_12.jpg,640,620,banana,203,165,554,436
banana_13.jpg,2850,2850,banana,60,85,2792,2568
banana_14.jpg,514,386,banana,24,5,335,276
banana_14.jpg,514,386,banana,100,65,361,353
banana_16.jpg,1000,595,banana,25,40,917,527
banana_17.jpg,640,620,banana,114,105,284,393
banana_17.jpg,640,620,banana,328,128,440,444
banana_17.jpg,640,620,banana,360,88,511,345
banana_17.jpg,640,620,banana,232,141,343,458
banana_2.jpg,1000,840,banana,301,57,897,724
banana_20.jpg,625,350,banana,78,57,394,350
banana_20.jpg,625,350,banana,171,49,543,224
banana_20.jpg,625,350,banana,158,45,524,304
banana_20.jpg,625,350,banana,190,51,533,255
banana_21.jpg,780,439,banana,174,62,607,387
banana_21.jpg,780,439,banana,322,77,696,439
banana_21.jpg,780,439,banana,116,48,555,293
banana_22.jpg,640,417,banana,317,156,541,387
banana_22.jpg,640,417,banana,48,182,421,368
banana_22.jpg,640,417,banana,81,107,456,255
banana_23.jpg,1200,630,banana,1,135,1181,601
banana_24.jpg,640,327,banana,103,138,491,313
banana_25.jpg,0,0,banana,26,340,318,456
banana_26.jpg,780,408,banana,129,109,632,355
banana_27.jpg,1600,1205,banana,645,456,1600,1092
banana_27.jpg,1600,1205,banana,819,660,1600,1168
banana_27.jpg,1600,1205,banana,101,171,1281,1044
banana_28.jpg,1008,1008,banana,41,260,943,738
banana_29.jpg,800,600,banana,103,210,655,484
banana_3.jpg,768,511,banana,180,161,647,436
banana_3.jpg,768,511,banana,190,100,623,330
banana_30.jpg,444,354,banana,17,154,436,348
banana_30.jpg,444,354,banana,108,91,430,228
banana_30.jpg,444,354,banana,114,36,389,171
banana_31.jpg,694,383,banana,201,48,627,379
banana_32.jpg,196,160,banana,45,1,130,95
banana_32.jpg,196,160,banana,62,30,195,110
banana_32.jpg,196,160,banana,1,27,47,99
banana_32.jpg,196,160,banana,17,7,77,91
banana_33.jpg,718,512,banana,43,128,714,385
banana_34.jpg,300,318,banana,63,48,273,310
banana_35.jpg,0,0,banana,74,83,243,191
banana_36.jpg,620,387,banana,74,58,497,387
banana_37.jpg,1024,576,banana,126,16,422,288
banana_37.jpg,1024,576,banana,615,46,883,389
banana_37.jpg,1024,576,banana,511,64,800,408
banana_37.jpg,1024,576,banana,511,144,771,538
banana_37.jpg,1024,576,banana,387,131,557,557
banana_37.jpg,1024,576,banana,200,130,491,465
banana_37.jpg,1024,576,banana,164,45,537,326
banana_38.jpg,600,500,banana,38,174,595,408
banana_39.jpg,460,460,banana,33,213,459,427
banana_4.jpg,1100,756,banana,171,236,859,756
banana_4.jpg,1100,756,banana,4,236,433,756
banana_40.jpg,634,420,banana,75,21,563,328
banana_41.jpg,1920,1080,banana,193,207,1700,983
banana_42.jpg,1200,630,banana,125,133,772,497
banana_43.jpg,437,290,banana,190,12,422,182
banana_43.jpg,437,290,banana,170,43,355,216
banana_43.jpg,437,290,banana,140,56,290,246
banana_43.jpg,437,290,banana,86,75,172,290
banana_44.jpg,680,450,banana,96,107,580,397
banana_45.jpg,724,780,banana,254,231,617,720
banana_46.jpg,438,219,banana,17,57,421,201
banana_47.jpg,350,263,banana,3,61,342,263
banana_48.jpg,1280,720,banana,29,1,834,214
banana_49.jpg,660,330,banana,95,63,597,266
banana_5.jpg,1200,1800,banana,366,575,1173,1514
banana_5.jpg,1200,1800,banana,46,524,1011,1202
banana_5.jpg,1200,1800,banana,1,399,899,889
banana_5.jpg,1200,1800,banana,164,212,945,791
banana_50.jpg,620,413,banana,373,104,514,345
banana_50.jpg,620,413,banana,298,93,382,354
banana_50.jpg,620,413,banana,219,110,292,349
banana_50.jpg,620,413,banana,121,117,216,354
banana_51.jpg,800,416,banana,99,83,458,416
banana_51.jpg,800,416,banana,186,39,624,382
banana_51.jpg,800,416,banana,205,8,670,226
banana_52.jpg,501,180,banana,117,82,302,174
banana_52.jpg,501,180,banana,305,81,489,175
banana_53.jpg,0,0,banana,4,92,409,434
banana_54.jpg,1024,768,banana,77,230,841,572
banana_54.jpg,1024,768,banana,363,211,1013,754
banana_54.jpg,1024,768,banana,37,187,793,485
banana_55.jpg,1360,2104,banana,130,800,764,1800
banana_55.jpg,1360,2104,banana,546,621,1071,1679
banana_56.jpg,1910,1000,banana,4,3,1818,926
banana_57.jpg,0,0,banana,10,625,2466,4515
banana_58.jpg,700,350,banana,270,3,657,196
banana_58.jpg,700,350,banana,37,75,186,237
banana_58.jpg,700,350,banana,124,122,666,311
banana_59.jpg,728,485,banana,81,63,524,458
banana_6.jpg,2091,1394,banana,889,147,1461,1147
banana_60.jpg,0,0,banana,11,43,592,448
banana_60.jpg,0,0,banana,24,174,599,657
banana_61.jpg,640,364,banana,27,72,521,319
banana_61.jpg,640,364,banana,272,80,498,306
banana_62.jpg,640,360,banana,54,156,534,360
banana_63.jpg,1300,1118,banana,184,221,1226,712
banana_63.jpg,1300,1118,banana,68,224,1011,751
banana_64.jpg,673,421,banana,132,98,591,348
banana_65.jpg,640,427,banana,170,37,498,339
banana_65.jpg,640,427,banana,54,114,452,371
banana_65.jpg,640,427,banana,126,31,438,226
banana_66.jpg,425,282,banana,20,48,333,174
banana_66.jpg,425,282,banana,172,67,395,282
banana_66.jpg,425,282,banana,57,76,349,225
banana_67.jpg,355,355,banana,19,21,337,325
banana_68.jpg,1199,674,banana,470,161,992,495
banana_68.jpg,1199,674,banana,628,1,1169,298
banana_68.jpg,1199,674,banana,1,3,412,344
banana_68.jpg,1199,674,banana,1,249,260,669
banana_68.jpg,1199,674,banana,229,449,710,674
banana_68.jpg,1199,674,banana,822,480,1198,674
banana_69.jpg,700,320,banana,97,83,533,320
banana_7.jpg,615,865,banana,177,52,374,822
banana_70.jpg,1940,900,banana,17,1,1590,624
banana_8.jpg,1920,1280,banana,496,168,1603,923
banana_8.jpg,1920,1280,banana,199,587,1470,1268
banana_8.jpg,1920,1280,banana,797,1,1772,611
banana_8.jpg,1920,1280,banana,1052,1,1916,550
banana_9.jpg,2048,2728,banana,822,381,1448,1519
